AE ID	Eval	Old Pred	New Pred	Confidence	Abs value	Exp typeExp factors
E-GEOD-10652	no	yes	no	-0.011	0.011	transcription profiling by array	None
E-GEOD-10653	no	yes	no	-0.029	0.029	transcription profiling by array	None
E-GEOD-10654	no	yes	yes	0.019	0.019	transcription profiling by array	None
E-GEOD-10656	no	yes	none	none	none	transcription profiling by array	
E-GEOD-29648	no	yes	no	-0.021	0.021	transcription profiling by array	GENOTYPE | SEX
E-GEOD-46906	yes	yes	yes	0.045	0.045	transcription profiling by array	None
E-GEOD-38198	no	yes	yes	0.004	0.004	RNA-Seq	LIBRARY PREPARATION METHOD
E-MTAB-661	no	yes	yes	0.001	0.001	transcription profiling by array	GROWTHCONDITION
E-GEOD-42933	no	yes	no	-0.045	0.045	transcription profiling by array	TREATMENT
E-GEOD-42930	no	yes	no	-0.015	0.015	transcription profiling by array	VARIATION
E-GEOD-11322	yes	yes	no	-0.011	0.011	transcription profiling by array	None
E-GEOD-44814	no	yes	no	-0.002	0.002	transcription profiling by array	GENOTYPE
E-GEOD-27088	yes	yes	yes	0.021	0.021	transcription profiling by array	GENOTYPE
E-GEOD-6317	no	yes	no	-0.054	0.054	transcription profiling by array	None
E-GEOD-53959	yes	yes	yes	0.038	0.038	transcription profiling by array	AGE
E-GEOD-27083	no	yes	none	none	none	transcription profiling by array	
E-GEOD-25006	no	yes	yes	0.007	0.007	transcription profiling by array	GENOTYPE
E-GEOD-55504	no	yes	yes	0.038	0.038	RNA-Seq	DISEASE/STATUS | ORGANISM | ORGANISM PART
E-GEOD-73705	no	yes	no	-0.038	0.038	transcription profiling by array	genotype
E-MTAB-3943	no	yes	no	-0.029	0.029	transcription profiling by array	diet
E-GEOD-11922	no	yes	yes	0.009	0.009	transcription profiling by array	None
E-GEOD-43994	no	yes	yes	0.010	0.010	transcription profiling by array	GENOTYPE | INSERT IN NETWORK GENE | AGEWEEKS | INSERT IN NFIA | DISEASE STATE | STRAIN OR LINE
E-MTAB-4088	no	yes	yes	0.003	0.003	RNA-Seq	genotype | time
E-GEOD-62528	no	yes	no	-0.002	0.002	transcription profiling by array	None
E-GEOD-59148	yes	yes	yes	0.048	0.048	RNA-Seq	strain/background | genotype
E-MEXP-3933	no	yes	no	-0.015	0.015	transcription profiling by array	time | irradiate | genotype | dose
E-GEOD-45348	yes	yes	none	none	none	transcription profiling by array	
E-GEOD-12067	no	no	none	none	none	transcription profiling by array	
E-MEXP-3930	yes	yes	yes	0.024	0.024	transcription profiling by array	genotype
E-GEOD-59415	yes	yes	yes	0.025	0.025	transcription profiling by array	perinatal stage
E-GEOD-59141	yes	yes	yes	0.024	0.024	transcription profiling by array	genotype | pregnancy day
E-GEOD-59416	no	yes	no	-0.021	0.021	transcription profiling by array	sample group | days after treatment
E-GEOD-42770	no	yes	no	-0.007	0.007	transcription profiling by array	GROUP
E-GEOD-45844	no	yes	no	-0.000	0.000	transcription profiling by array	GENOTYPE
E-GEOD-40062	yes	yes	no	-0.007	0.007	transcription profiling by array	VARIATION
E-GEOD-45583	yes	yes	yes	0.093	0.093	transcription profiling by array	VARIATION
E-GEOD-45580	no	yes	no	-0.003	0.003	transcription profiling by array	None
E-GEOD-11674	no	yes	no	-0.013	0.013	transcription profiling by array	None
E-GEOD-11677	no	yes	no	-0.009	0.009	transcription profiling by array	None
E-MTAB-3221	no	yes	yes	0.015	0.015	transcription profiling by array	cell type | time
E-GEOD-62337	no	yes	yes	0.014	0.014	transcription profiling by array	GENOTYPE
E-GEOD-3252	yes	yes	yes	0.059	0.059	transcription profiling by array	DiseaseState | Genotype
E-GEOD-63643	yes	yes	no	-0.001	0.001	transcription profiling by array	genotype
E-GEOD-62307	yes	yes	yes	0.031	0.031	transcription profiling by array	genotype
E-GEOD-40261	no	yes	no	-0.067	0.067	transcription profiling by array	RNA interference
E-GEOD-67904	yes	yes	yes	0.022	0.022	transcription profiling by array	genotype
E-GEOD-51080	no	yes	yes	0.028	0.028	transcription profiling by array	TEMPERATURE | ORGANISM PART
E-GEOD-18135	no	yes	yes	0.012	0.012	transcription profiling by array	AGE
E-GEOD-41821	yes	yes	yes	0.066	0.066	transcription profiling by array	AGE | GENOTYPE
E-GEOD-8564	no	yes	no	-0.014	0.014	transcription profiling by array	None
E-GEOD-64787	no	yes	no	-0.001	0.001	RNA-Seq	genotype
E-GEOD-46836	no	yes	no	-0.048	0.048	transcription profiling by array	SARCOMA/TUMOR | GENOTYPE | SARCOMA DERIVED FROM
E-GEOD-84345	yes	yes	yes	0.007	0.007	RNA-Seq	genotype
E-MEXP-1729	no	yes	yes	0.043	0.043	transcription profiling by array	genotype
E-GEOD-70048	no	yes	yes	0.029	0.029	transcription profiling by array	cell_line | organism_part
E-GEOD-73413	no	yes	yes	0.049	0.049	RNA-Seq	genotype
E-GEOD-26913	no	yes	no	-0.032	0.032	transcription profiling by array	GENOTYPE | SIRNA TRANSFECTION
E-GEOD-32059	no	yes	no	-0.002	0.002	transcription profiling by array	STRAIN OR LINE
E-GEOD-32500	no	yes	no	-0.034	0.034	transcription profiling by array	REOXYGENATED WITH | HYPOXIA OR NORMOXIA GROUP | ORGANISM PART
E-GEOD-70764	no	yes	yes	0.032	0.032	RNA-Seq	cell line | organism | chip antibody
E-GEOD-71494	no	yes	no	-0.040	0.040	transcription profiling by array	genotype
E-GEOD-32051	yes	yes	yes	0.025	0.025	transcription profiling by array	GENOTYPE
E-GEOD-79174	no	yes	yes	0.032	0.032	RNA-Seq	genotype
E-MEXP-2828	no	yes	no	-0.007	0.007	transcription profiling by array	CLINICAL_INFORMATION | INDIVIDUAL | GENOTYPE
E-MTAB-2733	no	yes	yes	0.035	0.035	RNA-Seq	protocol | organism
E-MTAB-2782	yes	yes	yes	0.054	0.054	transcription profiling by array	age
E-GEOD-41039	no	yes	no	-0.019	0.019	transcription profiling by array	TREATMENT
E-GEOD-32870	yes	yes	yes	0.013	0.013	transcription profiling by array	AVERAGE AGE DAYS AFTER BIRTH | GENOTYPE
E-MEXP-2446	no	yes	yes	0.003	0.003	transcription profiling by array	ClinicalInformation | CELL_TYPE
E-GEOD-26267	no	yes	no	-0.004	0.004	transcription profiling by array	VARIATION
E-GEOD-29261	no	yes	none	none	none	RNA-Seq	
E-GEOD-67591	no	yes	yes	0.010	0.010	transcription profiling by array	age | genotype | sex
E-MEXP-1313	no	yes	yes	0.017	0.017	transcription profiling by array	disease state | strain | genotype
E-GEOD-8563	no	yes	yes	0.013	0.013	transcription profiling by array	None
E-GEOD-72184	no	yes	yes	0.123	0.123	RNA-Seq	genotype
E-MEXP-1314	no	yes	yes	0.015	0.015	transcription profiling by array	genotype
E-GEOD-33451	no	yes	no	-0.019	0.019	transcription profiling by array	STRAIN
E-GEOD-46495	no	yes	none	none	none	transcription profiling by array	
E-GEOD-35403	no	yes	no	-0.022	0.022	transcription profiling by array	None
E-GEOD-74278	yes	yes	yes	0.048	0.048	RNA-Seq	strain | genotype | cell type | chip antibody
E-GEOD-47898	yes	yes	yes	0.024	0.024	transcription profiling by array	GENOTYPE
E-GEOD-67870	yes	yes	yes	0.052	0.052	transcription profiling by array	age
E-GEOD-46494	no	yes	yes	0.016	0.016	RNA-Seq	STRAIN | TREATMENT | CHIP ANTIBODY
E-GEOD-32180	yes	yes	yes	0.122	0.122	transcription profiling by array	VARIATION
E-GEOD-28999	yes	yes	yes	0.049	0.049	transcription profiling by array	None
E-GEOD-44183	yes	yes	yes	0.101	0.101	RNA-Seq	ORGANISM | CELL TYPE
E-GEOD-64522	no	yes	no	-0.008	0.008	transcription profiling by array	animal #
E-GEOD-35888	yes	yes	no	-0.008	0.008	transcription profiling by array	VARIATON | STRAIN OR LINE
E-GEOD-32187	no	yes	yes	0.006	0.006	transcription profiling by array	AGE
E-GEOD-9304	no	yes	no	-0.009	0.009	transcription profiling by array	None
E-GEOD-50145	no	yes	no	-0.038	0.038	transcription profiling by array	incubation time | treatment | hmox | cell type | genotype
E-GEOD-50146	no	yes	no	-0.038	0.038	transcription profiling by array	incubation time | treatment | hmox | cell type | genotype
E-GEOD-14971	yes	yes	yes	0.038	0.038	transcription profiling by array	GENOTYPE
E-GEOD-41910	no	yes	none	none	none	transcription profiling by array	
E-GEOD-57425	no	yes	no	-0.025	0.025	transcription profiling by array	None
E-GEOD-83964	yes	yes	yes	0.029	0.029	RNA-Seq	genotype
E-GEOD-35247	no	yes	yes	0.005	0.005	transcription profiling by array	COMMENT | TISSUE | GENERATIONS
E-GEOD-82067	no	yes	no	-0.010	0.010	transcription profiling by array	hours | treatment | batch | genotype
E-MEXP-3644	yes	yes	yes	0.012	0.012	transcription profiling by array	CIRCADIAN TIME
E-GEOD-81959	yes	yes	no	-0.019	0.019	transcription profiling by array	mouse strain | diet | sex
E-GEOD-71385	yes	yes	yes	0.012	0.012	RNA-Seq	genotype
E-GEOD-19117	yes	yes	yes	0.033	0.033	transcription profiling by array	None
E-GEOD-19110	no	yes	no	-0.026	0.026	transcription profiling by array	None
E-GEOD-6628	no	yes	yes	0.008	0.008	transcription profiling by array	None
E-GEOD-71381	yes	yes	yes	0.003	0.003	transcription profiling by array	genotype | normalization
E-GEOD-71380	yes	yes	yes	0.022	0.022	transcription profiling by array	genotype | normalization
E-MTAB-71	no	yes	yes	0.048	0.048	RNA-Seq	GENOTYPE
E-GEOD-21667	yes	yes	yes	0.078	0.078	transcription profiling by array	TISSUE | GENOTYPE/VARIATION
E-GEOD-37755	no	yes	yes	0.029	0.029	transcription profiling by array	HALOPERIDOL RESPONSE | GENETIC BACKGROUND
E-GEOD-72722	yes	yes	yes	0.045	0.045	transcription profiling by array	genotype
E-GEOD-12480	yes	yes	yes	0.024	0.024	transcription profiling by array	None
E-MTAB-79	yes	yes	yes	0.012	0.012	transcription profiling by array	GENOTYPE | TIME
E-GEOD-15069	no	yes	no	-0.025	0.025	transcription profiling by array	None
E-GEOD-19286	no	yes	no	-0.012	0.012	transcription profiling by array	None
E-GEOD-73552	yes	yes	yes	0.032	0.032	RNA-Seq	strain | feeding | genotype
E-GEOD-54917	yes	yes	yes	0.006	0.006	transcription profiling by array	GENOTYPE
E-GEOD-19282	yes	yes	yes	0.009	0.009	transcription profiling by array	STRAIN | PROTOCOL
E-GEOD-30836	yes	yes	yes	0.071	0.071	transcription profiling by array	MATERNAL STATE
E-GEOD-12247	yes	yes	yes	0.080	0.080	transcription profiling by array	None
E-GEOD-39140	no	yes	no	-0.054	0.054	transcription profiling by array	TREATMENT
E-MEXP-35	yes	yes	none	none	none	transcription profiling by array	
E-GEOD-2271	no	yes	yes	0.013	0.013	transcription profiling by array	None
E-GEOD-75902	no	yes	yes	0.051	0.051	RNA-Seq	diet of males | development stage
E-GEOD-65247	yes	yes	yes	0.068	0.068	transcription profiling by array	age | genotype
E-GEOD-57369	no	yes	none	none	none	RNA-Seq	
E-GEOD-12248	yes	yes	no	-0.012	0.012	transcription profiling by array	tail_id | papillomas | mouse_id | organism
E-MEXP-1263	yes	yes	yes	0.027	0.027	transcription profiling by array	genotype
E-GEOD-3676	yes	yes	yes	0.001	0.001	transcription profiling by array	Genotype
E-GEOD-70384	yes	yes	yes	0.045	0.045	transcription profiling by array	time
E-GEOD-32695	no	yes	yes	0.003	0.003	transcription profiling by array	STIMULATION
E-GEOD-68416	no	yes	yes	0.015	0.015	RNA-Seq	organism | genotype | cell type | chip antibody
E-GEOD-45568	yes	yes	yes	0.057	0.057	RNA-Seq	AGE | GENOTYPE
E-GEOD-71706	yes	yes	yes	0.007	0.007	transcription profiling by array	genotype
E-GEOD-15758	no	yes	yes	0.030	0.030	transcription profiling by array	STRAIN | TISSUE
E-GEOD-13302	no	yes	yes	0.022	0.022	transcription profiling by array	None
E-GEOD-9038	yes	yes	yes	0.028	0.028	transcription profiling by array	TISSUE | HDH GENOTYPE
E-GEOD-3071	no	yes	none	none	none	transcription profiling by array	
E-GEOD-8154	no	yes	yes	0.056	0.056	transcription profiling by array	None
E-GEOD-15753	yes	yes	none	none	none	transcription profiling by array	
E-GEOD-3075	no	yes	none	none	none	transcription profiling by array	
E-MTAB-2774	no	yes	no	-0.020	0.020	transcription profiling by array	analysis group
E-GEOD-39181	yes	yes	yes	0.058	0.058	transcription profiling by array	VARIATION
E-GEOD-8342	no	yes	no	-0.008	0.008	transcription profiling by array	None
E-GEOD-47697	no	yes	no	-0.003	0.003	transcription profiling by array	DISEASE STAGE | GENOTYPE | DESCRIPTION ID
E-GEOD-8344	yes	yes	yes	0.033	0.033	transcription profiling by array	None
E-GEOD-61444	no	yes	yes	0.058	0.058	RNA-Seq	genotype | stimulated with
E-GEOD-39187	no	yes	yes	0.017	0.017	RNA-Seq	AGE | ORGANISM | ORGANISM PART
E-GEOD-50851	yes	yes	yes	0.017	0.017	transcription profiling by array	STRAIN | GENOTYPE | PREGNANCY DAY
E-GEOD-61449	yes	yes	yes	0.042	0.042	transcription profiling by array	genotype
E-GEOD-8349	no	yes	yes	0.042	0.042	transcription profiling by array	None
E-GEOD-46057	no	yes	yes	0.001	0.001	transcription profiling by array	TREATMENT
E-GEOD-9743	yes	yes	yes	0.048	0.048	transcription profiling by array	None
E-GEOD-14710	yes	yes	yes	0.044	0.044	transcription profiling by array	None
E-GEOD-2297	yes	yes	yes	0.009	0.009	transcription profiling by array	None
E-GEOD-47504	no	yes	no	-0.044	0.044	transcription profiling by array	None
E-GEOD-53395	no	yes	no	-0.005	0.005	transcription profiling by array	GENOTYPE | TUMOUR GRADE
E-GEOD-20425	no	yes	none	none	none	transcription profiling by array	
E-GEOD-68812	no	yes	no	-0.009	0.009	RNA-Seq	None
E-GEOD-84860	no	yes	yes	0.040	0.040	transcription profiling by array	None
E-GEOD-37938	no	yes	yes	0.008	0.008	transcription profiling by array	CELL TYPE | INFECTION | TIME
E-GEOD-46584	yes	yes	none	none	none	transcription profiling by array	
E-GEOD-9581	yes	yes	yes	0.045	0.045	transcription profiling by array	ORGANISM
E-GEOD-9580	no	yes	yes	0.007	0.007	transcription profiling by array	None
E-GEOD-53398	no	yes	yes	0.008	0.008	RNA-Seq	genotype
E-GEOD-29075	no	yes	yes	0.004	0.004	transcription profiling by array	AGE | EXERCISE CONDITION
E-GEOD-39349	no	yes	no	-0.017	0.017	transcription profiling by array	STRAIN | TREATMENT | BIOLOGICAL REPLICATE NUMBER
E-GEOD-52023	no	yes	no	-0.001	0.001	RNA-Seq	AGE | GENOTYPE
E-GEOD-1920	no	yes	none	none	none	transcription profiling by array	
E-GEOD-62594	yes	yes	yes	0.039	0.039	transcription profiling by array	strain/genotype | sex
E-GEOD-75709	yes	yes	none	none	none	transcription profiling by array	
E-GEOD-13283	no	yes	no	-0.015	0.015	transcription profiling by array	None
E-GEOD-21069	no	yes	none	none	none	transcription profiling by array	
E-GEOD-28168	no	yes	none	none	none	transcription profiling by array	
E-GEOD-17446	no	yes	no	-0.014	0.014	transcription profiling by array	STRAIN OF MOUSE | INOCULUM | INOCULATION TYPE
E-MTAB-2780	no	yes	none	none	none	transcription profiling by array	
E-GEOD-40880	no	yes	yes	0.005	0.005	transcription profiling by array	VARIATION | BEADCHIP BARCODE | BEADCHIP SECTION
E-GEOD-4648	no	yes	no	-0.012	0.012	transcription profiling by array	None
E-GEOD-71637	no	yes	none	none	none	transcription profiling by array	
E-MEXP-2444	no	yes	yes	0.019	0.019	transcription profiling by array	GENOTYPE
E-GEOD-17990	yes	yes	no	-0.006	0.006	transcription profiling by array	None
E-GEOD-5130	yes	yes	yes	0.002	0.002	transcription profiling by array	None
E-GEOD-71632	no	yes	no	-0.020	0.020	transcription profiling by array	None
E-GEOD-17994	no	yes	no	-0.014	0.014	transcription profiling by array	None
E-GEOD-25816	no	yes	no	-0.011	0.011	transcription profiling by array	GENOTYPE | CONDITION
E-GEOD-25765	yes	yes	yes	0.017	0.017	transcription profiling by array	AGE | DISEASE STATUS | GENOTYPE/VARIATION
E-GEOD-25766	no	yes	yes	0.000	0.000	transcription profiling by array	DISEASE STATUS
E-GEOD-25815	yes	yes	yes	0.038	0.038	transcription profiling by array	GENDER | GENOTYPE
E-GEOD-4267	no	yes	yes	0.004	0.004	transcription profiling by array	None
E-GEOD-4266	no	yes	no	-0.006	0.006	transcription profiling by array	None
E-GEOD-4265	no	yes	no	-0.007	0.007	transcription profiling by array	None
E-GEOD-49699	yes	yes	no	-0.005	0.005	transcription profiling by array	AGE | STRAIN OR LINE
E-GEOD-46631	yes	yes	yes	0.035	0.035	transcription profiling by array	AGE | ORGANISM | ORGANISM PART | SEX
E-GEOD-32694	no	yes	yes	0.002	0.002	transcription profiling by array	STIMULATION | TIME PERIOD
E-GEOD-25768	yes	yes	none	none	none	transcription profiling by array	
E-GEOD-53972	yes	yes	no	-0.022	0.022	transcription profiling by array	genotype | diet
E-GEOD-17263	yes	yes	yes	0.008	0.008	transcription profiling by array	MOUSE TYPE
E-GEOD-12656	no	yes	no	-0.065	0.065	transcription profiling by array	None
E-GEOD-2850	yes	yes	yes	0.027	0.027	transcription profiling by array	None
E-GEOD-61024	no	yes	no	-0.003	0.003	RNA-Seq	genotype
E-GEOD-73559	no	yes	no	-0.002	0.002	RNA-Seq	genotype
E-GEOD-77887	yes	yes	yes	0.053	0.053	transcription profiling by array	genotype
E-GEOD-35269	no	yes	yes	0.003	0.003	transcription profiling by array	BACKGROUND STRAIN | CELL TYPE | GENOTYPE
E-GEOD-31223	no	yes	no	-0.015	0.015	RNA-Seq	None
E-GEOD-48818	no	yes	yes	0.024	0.024	transcription profiling by array	GENOTYPE
E-GEOD-59172	yes	yes	yes	0.061	0.061	RNA-Seq	None
E-GEOD-13752	no	yes	none	none	none	transcription profiling by array	
E-GEOD-13753	yes	yes	yes	0.023	0.023	transcription profiling by array	None
E-GEOD-69781	no	yes	yes	0.063	0.063	transcription profiling by array	treatment
E-GEOD-31989	no	yes	no	-0.030	0.030	transcription profiling by array	DISEASE STATE
E-MEXP-1492	yes	yes	yes	0.007	0.007	transcription profiling by array	genotype
E-GEOD-38365	yes	yes	yes	0.113	0.113	transcription profiling by array	VARIATION
E-GEOD-17664	no	no	no	-0.047	0.047	transcription profiling by array	CELL TYPE
E-GEOD-63005	no	yes	no	-0.015	0.015	transcription profiling by array	None
E-GEOD-17666	no	yes	no	-0.008	0.008	transcription profiling by array	GENOTYPE
E-GEOD-17761	no	yes	no	-0.030	0.030	transcription profiling by array	None
E-GEOD-60039	no	yes	no	-0.010	0.010	transcription profiling by array	None
E-GEOD-17760	no	yes	yes	0.036	0.036	transcription profiling by array	STRAIN
E-GEOD-25100	no	yes	no	-0.009	0.009	transcription profiling by array	STRAIN | GENOTYPE/VARIATION
E-GEOD-31969	no	yes	yes	0.021	0.021	transcription profiling by array	GENOTYPE
E-MEXP-3492	no	yes	yes	0.006	0.006	transcription profiling by array	CELL_TYPE
E-GEOD-8763	yes	yes	yes	0.019	0.019	transcription profiling by array	None
E-GEOD-31961	yes	yes	yes	0.042	0.042	transcription profiling by array	GENOTYPE
E-GEOD-60312	yes	yes	yes	0.001	0.001	RNA-Seq	strain/background | animal id
E-GEOD-35402	no	yes	none	none	none	transcription profiling by array	
E-GEOD-6055	no	yes	no	-0.015	0.015	transcription profiling by array	None
E-MEXP-2243	yes	yes	yes	0.040	0.040	transcription profiling by array	GENOTYPE
E-GEOD-50638	no	yes	no	-0.017	0.017	transcription profiling by array	GENOTYPE | TREATMENT
E-GEOD-25965	yes	yes	yes	0.038	0.038	transcription profiling by array	REFERENCE | GENDER | AGE | CELL LINE | WILMS TUMOR SAMPLE | ORGANISM | CELL TYPE | STAGE
E-GEOD-8163	no	yes	yes	0.029	0.029	transcription profiling by array	None
E-GEOD-46129	no	yes	none	none	none	transcription profiling by array	
E-GEOD-13636	no	yes	none	none	none	transcription profiling by array	
E-GEOD-13635	yes	yes	none	none	none	transcription profiling by array	
E-GEOD-33454	no	yes	none	none	none	transcription profiling by array	
E-GEOD-12723	no	yes	yes	0.038	0.038	transcription profiling by array	AGE
E-GEOD-85408	no	yes	yes	0.027	0.027	transcription profiling by array	genotype
E-GEOD-1999	no	yes	none	none	none	transcription profiling by array	
E-GEOD-33457	no	yes	yes	0.022	0.022	transcription profiling by array	GENETIC BACKGROUND | GENOTYPE
E-GEOD-49876	yes	yes	yes	0.021	0.021	transcription profiling by array	SEX
E-MEXP-3337	yes	yes	none	none	none	transcription profiling by array	
E-GEOD-27628	no	yes	yes	0.028	0.028	transcription profiling by array	STRAIN | TISSUE TYPE
E-GEOD-65315	no	no	none	none	none	RNA-Seq	
E-GEOD-75805	yes	yes	yes	0.104	0.104	transcription profiling by array	developmental stage | organism part | genotype
E-GEOD-9969	yes	yes	no	-0.060	0.060	transcription profiling by array	STRAIN OR LINE
E-GEOD-65316	no	yes	yes	0.006	0.006	transcription profiling by array	genotype
E-GEOD-22971	yes	yes	yes	0.003	0.003	transcription profiling by array	GENOTYPE/VARIATION
